client_num,Card_Category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,use_chip,exp_type,Interest_earned,delinquent_acc,Revenue,week_nun2
772063308,Blue,95,0,117,24-Sep-23,Week-39,Q3,2023,13362,0,4155,79,0,Online,Grocery,1080,0,5330,39
778405458,Blue,450,1,85,01-Oct-23,Week-40,Q4,2023,1461,0,4633,80,0,Online,Food,973,0,6056,40
779216358,Blue,395,1,66,08-Oct-23,Week-41,Q4,2023,2111,0,773,17,0,Online,Bills,77,0,1245,41
779269158,Blue,320,0,88,08-Oct-23,Week-41,Q4,2023,21961,0,2237,39,0,Online,Grocery,291,0,2848,41
779468808,Blue,175,0,120,08-Oct-23,Week-41,Q4,2023,1616,0,4961,78,0,Online,Grocery,1141,0,6277,41
779473308,Blue,390,0,79,08-Oct-23,Week-41,Q4,2023,8186,0,2411,67,0,Online,Fuel,145,0,2946,41
779978283,Blue,200,0,155,15-Oct-23,Week-42,Q4,2023,5056,0,4428,78,0,Online,Bills,753,0,5381,42
780008358,Blue,365,0,82,15-Oct-23,Week-42,Q4,2023,13172,0,2598,47,0,Online,Bills,208,0,3171,42
780032208,Blue,175,1,57,15-Oct-23,Week-42,Q4,2023,14201,0,2223,47,0,Online,Travel,222,0,2620,42
788719533,Blue,245,1,83,29-Oct-23,Week-44,Q4,2023,13679,0,4060,61,0,Online,Fuel,244,0,4549,44
788876208,Blue,125,0,157,29-Oct-23,Week-44,Q4,2023,2265,0,3826,71,0,Online,Grocery,995,0,4946,44
789114408,Blue,365,0,119,05-Nov-23,Week-45,Q4,2023,4182,0,4693,82,0,Online,Fuel,939,0,5997,45
789212883,Blue,150,0,78,05-Nov-23,Week-45,Q4,2023,1644,0,2533,44,0,Online,Fuel,405,0,3088,45
789339633,Blue,495,0,89,05-Nov-23,Week-45,Q4,2023,30560,0,3736,55,0,Online,Grocery,785,0,5016,45
794977533,Blue,455,0,96,19-Nov-23,Week-47,Q4,2023,8077,0,906,16,0,Online,Bills,109,0,1470,47
802243458,Blue,175,0,79,26-Nov-23,Week-48,Q4,2023,2760,0,1759,34,0,Online,Grocery,510,0,2444,48
806250783,Blue,245,1,84,26-Nov-23,Week-48,Q4,2023,1441,0,2742,58,0,Online,Bills,192,0,3179,48
806428908,Blue,320,1,91,26-Nov-23,Week-48,Q4,2023,13397,0,5049,75,0,Online,Fuel,1262,0,6631,48
807137808,Blue,455,1,67,03-Dec-23,Week-49,Q4,2023,17576,0,3494,67,0,Online,Fuel,699,0,4648,49
813890883,Blue,430,1,87,10-Dec-23,Week-50,Q4,2023,1555,0,3811,65,0,Online,Bills,724,0,4965,50
708117933,Blue,360,0,70,01-Jan-23,Week-1,Q1,2023,1880,0,2469,34,0,Chip,Bills,420,1,3249,1
708447858,Blue,385,0,92,01-Jan-23,Week-1,Q1,2023,3850,0,15107,117,0,Chip,Entertainment,2417,1,17909,1
709708233,Blue,465,0,51,29-Jan-23,Week-5,Q1,2023,7066,0,1695,38,0,Chip,Grocery,153,1,2313,5
709711758,Blue,395,0,80,29-Jan-23,Week-5,Q1,2023,1942,0,1853,31,0,Chip,Bills,482,1,2730,5
710183283,Blue,360,0,87,05-Feb-23,Week-6,Q1,2023,2747,0,5032,84,0,Chip,Fuel,1258,1,6650,6
711313158,Blue,280,0,66,26-Feb-23,Week-9,Q1,2023,10721,0,4962,74,0,Chip,Bills,844,1,6086,9
711527508,Blue,250,1,98,26-Feb-23,Week-9,Q1,2023,8583,0,1794,31,0,Chip,Entertainment,323,1,2367,9
711712983,Blue,175,0,108,05-Mar-23,Week-10,Q1,2023,15982,0,4503,80,0,Chip,Fuel,901,1,5579,10
711937158,Blue,95,1,73,05-Mar-23,Week-10,Q1,2023,2501,0,4837,87,0,Chip,Fuel,871,1,5803,10
712347258,Blue,300,0,86,19-Mar-23,Week-12,Q1,2023,2209,0,4419,68,0,Chip,Food,928,1,5647,12
713127708,Blue,250,0,85,02-Apr-23,Week-14,Q2,2023,2230,0,3766,63,0,Chip,Bills,301,1,4317,14
713283933,Blue,220,1,83,02-Apr-23,Week-14,Q2,2023,3032,0,2273,44,0,Chip,Grocery,409,1,2902,14
713417433,Blue,245,0,108,09-Apr-23,Week-15,Q2,2023,1711,0,4496,77,0,Chip,Fuel,854,1,5595,15
713419908,Blue,275,0,120,09-Apr-23,Week-15,Q2,2023,12362,0,4537,72,0,Chip,Bills,998,1,5810,15
713610933,Blue,110,0,115,09-Apr-23,Week-15,Q2,2023,2708,0,4277,90,0,Chip,Entertainment,855,1,5242,15
713815383,Blue,385,1,79,16-Apr-23,Week-16,Q2,2023,11778,0,2147,44,0,Chip,Entertainment,580,1,3112,16
714136233,Blue,245,0,74,23-Apr-23,Week-17,Q2,2023,34516,0,8417,72,0,Chip,Travel,2273,1,10935,17
718146258,Blue,430,0,105,02-Jul-23,Week-27,Q3,2023,1959,0,3737,71,0,Chip,Entertainment,224,1,4391,27
718497033,Blue,335,0,87,09-Jul-23,Week-28,Q3,2023,31733,0,3723,53,0,Chip,Grocery,410,1,4468,28
719018208,Blue,95,1,98,16-Jul-23,Week-29,Q3,2023,7210,0,2516,36,0,Chip,Bills,277,1,2888,29
719519058,Blue,125,1,121,23-Jul-23,Week-30,Q3,2023,1477,0,2419,49,0,Chip,Entertainment,653,1,3197,30
721163133,Blue,100,0,79,20-Aug-23,Week-34,Q3,2023,28292,0,3948,60,0,Chip,Food,829,1,4877,34
721305408,Blue,300,1,88,27-Aug-23,Week-35,Q3,2023,3378,0,4761,81,0,Chip,Grocery,667,1,5728,35
721388283,Blue,125,1,76,27-Aug-23,Week-35,Q3,2023,5597,0,4844,58,0,Chip,Food,436,1,5405,35
721398858,Blue,350,1,83,27-Aug-23,Week-35,Q3,2023,33913,0,4160,76,0,Chip,Fuel,291,1,4801,35
755247108,Blue,125,1,42,03-Sep-23,Week-36,Q3,2023,3206,0,4731,82,0,Chip,Fuel,378,1,5234,36
755593983,Blue,295,0,60,03-Sep-23,Week-36,Q3,2023,7985,0,3873,72,0,Chip,Grocery,387,1,4555,36
759127158,Blue,100,1,106,10-Sep-23,Week-37,Q3,2023,2592,0,4177,85,0,Chip,Food,1128,1,5405,37
768162108,Blue,300,1,117,10-Sep-23,Week-37,Q3,2023,4781,0,2451,50,0,Chip,Bills,319,1,3070,37
779333883,Blue,200,0,164,08-Oct-23,Week-41,Q4,2023,7428,0,8078,62,0,Chip,Entertainment,1939,1,10217,41
779670783,Blue,285,0,45,15-Oct-23,Week-42,Q4,2023,12559,0,4700,71,0,Chip,Food,658,1,5643,42
780289308,Blue,485,0,72,15-Oct-23,Week-42,Q4,2023,4130,0,2418,57,0,Chip,Entertainment,266,1,3169,42
789122808,Blue,250,1,112,05-Nov-23,Week-45,Q4,2023,3281,0,2907,45,0,Chip,Food,552,1,3709,45
795823383,Blue,250,0,150,19-Nov-23,Week-47,Q4,2023,2419,0,3888,63,0,Chip,Food,894,1,5032,47
708412758,Blue,140,1,47,01-Jan-23,Week-1,Q1,2023,1457,0,2200,45,0,Chip,Food,374,0,2714,1
708642708,Blue,475,1,120,08-Jan-23,Week-2,Q1,2023,13019,0,1484,33,0,Chip,Food,326,0,2285,2
708681708,Blue,275,1,98,08-Jan-23,Week-2,Q1,2023,3245,0,1977,29,0,Chip,Food,554,0,2806,2
708759408,Blue,280,1,102,08-Jan-23,Week-2,Q1,2023,4207,0,15124,108,0,Chip,Travel,1815,0,17219,2
708834483,Blue,370,0,42,08-Jan-23,Week-2,Q1,2023,17667,0,1775,42,0,Chip,Food,142,0,2287,2
708916083,Blue,405,1,103,15-Jan-23,Week-3,Q1,2023,1749,0,2510,38,0,Chip,Travel,251,0,3166,3
708964683,Blue,100,0,105,15-Jan-23,Week-3,Q1,2023,3310,0,14542,89,0,Chip,Food,1309,0,15951,3
709249083,Blue,300,1,160,15-Jan-23,Week-3,Q1,2023,4283,0,8672,64,0,Chip,Travel,780,0,9752,3
709798908,Blue,460,1,105,29-Jan-23,Week-5,Q1,2023,2858,0,2611,43,0,Chip,Food,574,0,3645,5
709971708,Blue,175,1,108,29-Jan-23,Week-5,Q1,2023,9701,0,9404,62,0,Chip,Food,1975,0,11554,5
710081208,Blue,425,0,150,29-Jan-23,Week-5,Q1,2023,4935,0,7886,64,0,Chip,Travel,473,0,8784,5
710116833,Blue,300,0,163,05-Feb-23,Week-6,Q1,2023,1665,0,2748,40,0,Chip,Travel,495,0,3543,6
710155983,Blue,365,1,106,05-Feb-23,Week-6,Q1,2023,4826,0,8585,62,0,Chip,Food,773,0,9723,6
710527533,Blue,495,0,113,12-Feb-23,Week-7,Q1,2023,4982,0,8586,58,0,Chip,Travel,944,0,10025,7
710679933,Blue,440,1,125,12-Feb-23,Week-7,Q1,2023,15633,0,8660,58,0,Chip,Travel,1472,0,10572,7
710721858,Blue,250,0,93,12-Feb-23,Week-7,Q1,2023,5542,0,8246,59,0,Chip,Travel,495,0,8991,7
710751033,Blue,280,0,113,12-Feb-23,Week-7,Q1,2023,4829,0,8286,65,0,Chip,Travel,2320,0,10886,7
711175083,Blue,345,1,78,19-Feb-23,Week-8,Q1,2023,9110,0,2999,75,0,Chip,Travel,330,0,3674,8
711286533,Blue,95,1,144,26-Feb-23,Week-9,Q1,2023,13448,0,5067,62,0,Chip,Food,861,0,6023,9
711460458,Blue,150,0,69,26-Feb-23,Week-9,Q1,2023,10973,0,10583,75,0,Chip,Travel,1905,0,12638,9
711619608,Blue,480,0,102,05-Mar-23,Week-10,Q1,2023,21630,0,4584,84,0,Chip,Food,1100,0,6164,10
711745233,Blue,395,1,97,05-Mar-23,Week-10,Q1,2023,13894,0,9351,69,0,Chip,Travel,748,0,10494,10
711746133,Blue,385,0,145,05-Mar-23,Week-10,Q1,2023,32563,0,9220,81,0,Chip,Food,830,0,10435,10
711877458,Blue,395,1,78,05-Mar-23,Week-10,Q1,2023,1936,0,4072,72,0,Chip,Food,896,0,5363,10
712036383,Blue,125,1,111,12-Mar-23,Week-11,Q1,2023,18418,0,9980,68,0,Chip,Travel,1697,0,11802,11
712257258,Blue,150,1,76,12-Mar-23,Week-11,Q1,2023,1457,0,1441,39,0,Chip,Travel,216,0,1807,11
712457208,Blue,150,0,114,19-Mar-23,Week-12,Q1,2023,22718,0,8100,77,0,Chip,Travel,648,0,8898,12
712627083,Blue,360,1,66,19-Mar-23,Week-12,Q1,2023,5768,0,9867,78,0,Chip,Travel,691,0,10918,12
712783083,Blue,195,1,106,26-Mar-23,Week-13,Q1,2023,3607,0,2013,35,0,Chip,Food,523,0,2731,13
713158083,Blue,410,0,82,02-Apr-23,Week-14,Q2,2023,7327,0,2185,41,0,Chip,Food,262,0,2857,14
713347608,Blue,175,0,114,02-Apr-23,Week-14,Q2,2023,4917,0,9442,69,0,Chip,Travel,944,0,10561,14
713388108,Blue,495,0,136,02-Apr-23,Week-14,Q2,2023,5210,0,2162,36,0,Chip,Travel,497,0,3154,14
713668158,Blue,380,1,83,09-Apr-23,Week-15,Q2,2023,21067,0,9212,71,0,Chip,Travel,1013,0,10605,15
713796033,Blue,440,1,108,16-Apr-23,Week-16,Q2,2023,4738,0,1900,36,0,Chip,Travel,152,0,2492,16
713880633,Blue,150,1,99,16-Apr-23,Week-16,Q2,2023,5905,0,8883,83,0,Chip,Travel,1777,0,10810,16
713905608,Blue,245,0,84,16-Apr-23,Week-16,Q2,2023,8869,0,3270,63,0,Chip,Travel,883,0,4398,16
714043008,Blue,475,1,86,16-Apr-23,Week-16,Q2,2023,4297,0,4310,76,0,Chip,Travel,690,0,5475,16
714351558,Blue,285,0,48,23-Apr-23,Week-17,Q2,2023,1829,0,3950,65,0,Chip,Food,1106,0,5341,17
714543633,Blue,465,1,110,30-Apr-23,Week-18,Q2,2023,7500,0,8024,78,0,Chip,Travel,2086,0,10575,18
714602658,Blue,375,0,91,30-Apr-23,Week-18,Q2,2023,1462,0,1998,36,0,Chip,Food,280,0,2653,18
714677583,Blue,300,0,90,30-Apr-23,Week-18,Q2,2023,5173,0,8757,68,0,Chip,Food,2277,0,11334,18
714864333,Blue,395,1,81,07-May-23,Week-19,Q2,2023,34516,0,1370,38,0,Chip,Travel,178,0,1943,19
714919308,Blue,345,1,77,07-May-23,Week-19,Q2,2023,8135,0,8620,67,0,Chip,Travel,1724,0,10689,19
714972558,Blue,200,0,68,07-May-23,Week-19,Q2,2023,1610,0,2729,45,0,Chip,Food,791,0,3720,19
715029333,Blue,125,0,63,07-May-23,Week-19,Q2,2023,2111,0,4459,72,0,Chip,Food,624,0,5208,19
715150983,Blue,245,0,118,14-May-23,Week-20,Q2,2023,26021,0,8898,60,0,Chip,Travel,2047,0,11190,20
715227633,Blue,480,0,80,14-May-23,Week-20,Q2,2023,1964,0,4240,60,0,Chip,Food,1102,0,5822,20
715372083,Blue,475,1,119,14-May-23,Week-20,Q2,2023,2684,0,4796,85,0,Chip,Food,671,0,5942,20
715622508,Blue,425,0,82,21-May-23,Week-21,Q2,2023,7904,0,2094,32,0,Chip,Food,188,0,2707,21
715974783,Blue,300,1,78,28-May-23,Week-22,Q2,2023,4186,0,4590,69,0,Chip,Food,964,0,5854,22
715987758,Blue,220,1,101,28-May-23,Week-22,Q2,2023,3261,0,3081,50,0,Chip,Travel,246,0,3547,22
716288958,Blue,250,0,69,28-May-23,Week-22,Q2,2023,7840,0,4062,71,0,Chip,Food,406,0,4718,22
716506083,Blue,220,1,78,04-Jun-23,Week-23,Q2,2023,5409,0,10291,60,0,Chip,Travel,2264,0,12775,23
716708583,Blue,125,1,93,11-Jun-23,Week-24,Q2,2023,7684,0,7667,68,0,Chip,Travel,690,0,8482,24
716736858,Blue,100,0,82,11-Jun-23,Week-24,Q2,2023,3144,0,3774,80,0,Chip,Travel,226,0,4100,24
716905158,Blue,395,1,59,11-Jun-23,Week-24,Q2,2023,21815,0,3904,72,0,Chip,Food,664,0,4963,24
717185658,Blue,365,1,100,18-Jun-23,Week-25,Q2,2023,22754,0,8531,77,0,Chip,Travel,512,0,9408,25
717214158,Blue,320,1,105,18-Jun-23,Week-25,Q2,2023,9815,0,15475,94,0,Chip,Travel,2012,0,17807,25
717251508,Blue,245,0,142,18-Jun-23,Week-25,Q2,2023,34516,0,14127,116,0,Chip,Travel,848,0,15220,25
717308433,Blue,415,0,76,18-Jun-23,Week-25,Q2,2023,1960,0,2253,39,0,Chip,Travel,315,0,2983,25
717390408,Blue,420,0,77,18-Jun-23,Week-25,Q2,2023,4167,0,7590,87,0,Chip,Food,1594,0,9604,25
717406983,Blue,195,1,67,18-Jun-23,Week-25,Q2,2023,5281,0,8395,62,0,Chip,Travel,1175,0,9765,25
717443658,Blue,200,1,113,18-Jun-23,Week-25,Q2,2023,1920,0,4715,81,0,Chip,Food,943,0,5858,25
717669483,Blue,470,0,82,25-Jun-23,Week-26,Q2,2023,34516,0,1737,38,0,Chip,Food,365,0,2572,26
717695058,Blue,340,0,111,25-Jun-23,Week-26,Q2,2023,4163,0,4763,76,0,Chip,Food,1334,0,6437,26
717774333,Blue,250,1,117,25-Jun-23,Week-26,Q2,2023,8431,0,5189,57,0,Chip,Travel,571,0,6010,26
717920583,Blue,245,1,49,25-Jun-23,Week-26,Q2,2023,1443,0,4673,59,0,Chip,Food,841,0,5759,26
718080558,Blue,200,0,158,02-Jul-23,Week-27,Q3,2023,4720,0,8798,67,0,Chip,Travel,616,0,9614,27
718110858,Blue,175,1,81,02-Jul-23,Week-27,Q3,2023,1606,0,2628,41,0,Chip,Food,683,0,3486,27
718163808,Blue,150,1,68,02-Jul-23,Week-27,Q3,2023,11309,0,4809,71,0,Chip,Food,866,0,5825,27
718243533,Blue,405,1,61,02-Jul-23,Week-27,Q3,2023,2648,0,3880,74,0,Chip,Food,621,0,4906,27
718298733,Blue,150,1,87,02-Jul-23,Week-27,Q3,2023,12978,0,14134,85,0,Chip,Travel,1696,0,15980,27
718410258,Blue,495,0,119,09-Jul-23,Week-28,Q3,2023,13441,0,4207,80,0,Chip,Food,673,0,5375,28
718586133,Blue,110,1,76,09-Jul-23,Week-28,Q3,2023,2639,0,4892,85,0,Chip,Travel,342,0,5344,28
718866633,Blue,245,1,76,16-Jul-23,Week-29,Q3,2023,33142,0,4347,63,0,Chip,Food,304,0,4896,29
719329983,Blue,150,1,109,23-Jul-23,Week-30,Q3,2023,15648,0,13784,88,0,Chip,Travel,1930,0,15864,30
719547033,Blue,415,1,75,23-Jul-23,Week-30,Q3,2023,23502,0,7957,60,0,Chip,Travel,1671,0,10043,30
719574033,Blue,100,1,155,23-Jul-23,Week-30,Q3,2023,21906,0,15349,119,0,Chip,Travel,3223,0,18672,30
719742108,Blue,355,0,94,30-Jul-23,Week-31,Q3,2023,3554,0,2372,44,0,Chip,Food,237,0,2964,31
719951208,Blue,355,1,135,30-Jul-23,Week-31,Q3,2023,19188,0,4366,69,0,Chip,Travel,1266,0,5987,31
720010608,Blue,440,1,79,06-Aug-23,Week-32,Q3,2023,10226,0,2243,44,0,Chip,Food,516,0,3199,32
720087708,Blue,175,0,95,06-Aug-23,Week-32,Q3,2023,1854,0,5245,89,0,Chip,Travel,1259,0,6679,32
720128658,Blue,390,1,53,06-Aug-23,Week-32,Q3,2023,5181,0,8943,68,0,Chip,Food,1520,0,10853,32
720328983,Blue,345,1,108,06-Aug-23,Week-32,Q3,2023,9611,0,7636,64,0,Chip,Travel,1909,0,9890,32
720618033,Blue,175,1,119,13-Aug-23,Week-33,Q3,2023,9633,0,14829,90,0,Chip,Travel,3262,0,18266,33
720841533,Blue,330,1,103,20-Aug-23,Week-34,Q3,2023,4700,0,14723,96,0,Chip,Travel,3681,0,18734,34
721365033,Blue,460,0,144,27-Aug-23,Week-35,Q3,2023,1696,0,2095,43,0,Chip,Travel,398,0,2953,35
721511883,Blue,470,1,98,27-Aug-23,Week-35,Q3,2023,1709,0,4981,79,0,Chip,Food,1345,0,6796,35
753220383,Blue,200,0,76,03-Sep-23,Week-36,Q3,2023,11722,0,8302,78,0,Chip,Food,1079,0,9581,36
756477333,Blue,430,1,100,03-Sep-23,Week-36,Q3,2023,1539,0,4793,71,0,Chip,Travel,383,0,5606,36
765731433,Blue,445,0,110,10-Sep-23,Week-37,Q3,2023,7860,0,3512,76,0,Chip,Food,632,0,4589,37
765847383,Blue,300,1,75,10-Sep-23,Week-37,Q3,2023,20958,0,4425,78,0,Chip,Food,354,0,5079,37
767488908,Blue,415,1,60,10-Sep-23,Week-37,Q3,2023,3497,0,4345,72,0,Chip,Food,304,0,5064,37
768712383,Blue,325,0,67,10-Sep-23,Week-37,Q3,2023,34516,0,8173,91,0,Chip,Travel,1389,0,9887,37
771037008,Blue,420,0,70,17-Sep-23,Week-38,Q3,2023,13324,0,4245,76,0,Chip,Food,934,0,5599,38
771516333,Blue,485,1,69,17-Sep-23,Week-38,Q3,2023,4663,0,3831,81,0,Chip,Food,345,0,4661,38
772082208,Blue,410,1,102,24-Sep-23,Week-39,Q3,2023,16199,0,4254,82,0,Chip,Food,1149,0,5813,39
772574283,Blue,340,0,63,24-Sep-23,Week-39,Q3,2023,7191,0,1654,30,0,Chip,Food,314,0,2308,39
778433283,Blue,460,0,65,01-Oct-23,Week-40,Q4,2023,8989,0,2031,53,0,Chip,Food,508,0,2999,40
778888083,Blue,475,1,95,01-Oct-23,Week-40,Q4,2023,4307,0,8697,62,0,Chip,Travel,2087,0,11259,40
779070033,Blue,435,0,89,08-Oct-23,Week-41,Q4,2023,1938,0,3974,56,0,Chip,Travel,1152,0,5561,41
779072733,Blue,460,0,87,08-Oct-23,Week-41,Q4,2023,1971,0,4979,77,0,Chip,Food,846,0,6285,41
780034083,Blue,330,1,109,15-Oct-23,Week-42,Q4,2023,2151,0,4604,86,0,Chip,Food,1197,0,6131,42
780688383,Blue,490,1,119,22-Oct-23,Week-43,Q4,2023,21114,0,3534,56,0,Chip,Food,919,0,4943,43
789616158,Blue,195,1,121,12-Nov-23,Week-46,Q4,2023,25045,0,3444,52,0,Chip,Travel,930,0,4569,46
794253108,Blue,430,0,88,12-Nov-23,Week-46,Q4,2023,13090,0,3851,78,0,Chip,Food,655,0,4936,46
794530608,Blue,390,0,112,19-Nov-23,Week-47,Q4,2023,27229,0,13264,120,0,Chip,Travel,3051,0,16705,47
806232408,Blue,475,1,97,26-Nov-23,Week-48,Q4,2023,11905,0,4022,65,0,Chip,Food,925,0,5422,48
807990108,Blue,150,0,91,03-Dec-23,Week-49,Q4,2023,11362,0,3197,61,0,Chip,Food,799,0,4146,49
809363958,Blue,100,0,54,03-Dec-23,Week-49,Q4,2023,3881,0,4177,66,0,Chip,Food,627,0,4904,49
816606333,Blue,140,0,103,10-Dec-23,Week-50,Q4,2023,32409,0,4218,66,0,Chip,Food,633,0,4991,50
819647358,Blue,140,1,118,17-Dec-23,Week-51,Q4,2023,12871,0,2413,53,0,Chip,Food,193,0,2746,51
820920408,Blue,295,1,71,17-Dec-23,Week-51,Q4,2023,3685,0,4012,59,0,Chip,Food,682,0,4989,51
822084333,Blue,100,1,93,24-Dec-23,Week-52,Q4,2023,4041,0,8219,84,0,Chip,Travel,658,0,8977,52
708178608,Blue,300,0,111,01-Jan-23,Week-1,Q1,2023,2488,0,4226,73,0,Chip,Grocery,254,0,4780,1
708340758,Blue,300,0,88,01-Jan-23,Week-1,Q1,2023,7769,0,8109,74,0,Chip,Grocery,1054,0,9463,1
708496833,Blue,150,0,100,01-Jan-23,Week-1,Q1,2023,4613,0,8970,78,0,Chip,Grocery,628,0,9748,1
708507483,Blue,455,0,106,08-Jan-23,Week-2,Q1,2023,1477,0,4802,82,0,Chip,Grocery,768,0,6025,2
708706833,Blue,110,1,99,08-Jan-23,Week-2,Q1,2023,2809,0,2466,40,0,Chip,Grocery,321,0,2897,2
709014558,Blue,455,0,89,15-Jan-23,Week-3,Q1,2023,3783,0,4383,82,0,Chip,Grocery,1052,0,5890,3
709166883,Blue,490,1,168,15-Jan-23,Week-3,Q1,2023,5363,0,4121,78,0,Chip,Grocery,330,0,4941,3
709199358,Blue,410,0,100,15-Jan-23,Week-3,Q1,2023,3316,0,1684,19,0,Chip,Grocery,135,0,2229,3
709460883,Blue,410,1,124,22-Jan-23,Week-4,Q1,2023,1614,0,2437,46,0,Chip,Grocery,341,0,3188,4
709610283,Blue,195,1,101,22-Jan-23,Week-4,Q1,2023,1853,0,4544,72,0,Chip,Grocery,1227,0,5966,4
709688883,Blue,455,0,111,29-Jan-23,Week-5,Q1,2023,3845,0,2174,39,0,Chip,Grocery,130,0,2759,5
709741608,Blue,365,1,71,29-Jan-23,Week-5,Q1,2023,4546,0,3739,53,0,Chip,Grocery,785,0,4889,5
709837308,Blue,250,0,114,29-Jan-23,Week-5,Q1,2023,7531,0,3833,71,0,Chip,Grocery,422,0,4505,5
710342508,Blue,425,1,95,05-Feb-23,Week-6,Q1,2023,1593,0,4004,76,0,Chip,Grocery,841,0,5270,6
710598408,Blue,425,0,92,12-Feb-23,Week-7,Q1,2023,2695,0,4557,94,0,Chip,Grocery,1276,0,6258,7
710674533,Blue,245,0,90,12-Feb-23,Week-7,Q1,2023,15060,0,1611,42,0,Chip,Grocery,161,0,2017,7
711116133,Blue,365,1,120,19-Feb-23,Week-8,Q1,2023,1838,0,2461,47,0,Chip,Grocery,369,0,3195,8
711245433,Blue,175,1,40,19-Feb-23,Week-8,Q1,2023,2509,0,2281,41,0,Chip,Grocery,251,0,2707,8
711824358,Blue,405,1,151,05-Mar-23,Week-10,Q1,2023,3228,0,4524,70,0,Chip,Grocery,271,0,5200,10
712414908,Blue,345,1,79,19-Mar-23,Week-12,Q1,2023,3241,0,4992,80,0,Chip,Grocery,998,0,6335,12
712479633,Blue,245,0,110,19-Mar-23,Week-12,Q1,2023,1695,0,2428,43,0,Chip,Grocery,267,0,2940,12
712549758,Blue,175,0,143,19-Mar-23,Week-12,Q1,2023,25060,0,3749,61,0,Chip,Grocery,562,0,4486,12
712866933,Blue,245,0,107,26-Mar-23,Week-13,Q1,2023,10824,0,3700,73,0,Chip,Grocery,629,0,4574,13
712914783,Blue,410,1,104,26-Mar-23,Week-13,Q1,2023,7564,0,4743,82,0,Chip,Grocery,1328,0,6481,13
714089658,Blue,360,0,107,23-Apr-23,Week-17,Q2,2023,2238,0,2063,42,0,Chip,Grocery,165,0,2588,17
714192933,Blue,280,0,117,23-Apr-23,Week-17,Q2,2023,2060,0,1976,44,0,Chip,Grocery,277,0,2533,17
714228558,Blue,200,1,120,23-Apr-23,Week-17,Q2,2023,3624,0,4749,82,0,Chip,Grocery,1045,0,5994,17
714396558,Blue,245,0,113,23-Apr-23,Week-17,Q2,2023,1511,0,4683,87,0,Chip,Grocery,843,0,5771,17
714462558,Blue,385,1,112,30-Apr-23,Week-18,Q2,2023,5791,0,4556,67,0,Chip,Grocery,364,0,5305,18
714581358,Blue,320,1,82,30-Apr-23,Week-18,Q2,2023,1502,0,2204,36,0,Chip,Grocery,176,0,2700,18
714634983,Blue,100,1,102,30-Apr-23,Week-18,Q2,2023,3517,0,2403,48,0,Chip,Grocery,649,0,3152,18
714652383,Blue,175,1,77,30-Apr-23,Week-18,Q2,2023,1571,0,4580,74,0,Chip,Grocery,275,0,5030,18
715076358,Blue,250,1,86,07-May-23,Week-19,Q2,2023,23714,0,8463,62,0,Chip,Grocery,2031,0,10744,19
715354008,Blue,450,0,132,14-May-23,Week-20,Q2,2023,25937,0,3785,68,0,Chip,Grocery,833,0,5068,20
715405758,Blue,355,1,75,14-May-23,Week-20,Q2,2023,10057,0,2383,42,0,Chip,Grocery,286,0,3024,20
715471833,Blue,300,1,67,14-May-23,Week-20,Q2,2023,28253,0,4525,67,0,Chip,Grocery,1131,0,5956,20
715636533,Blue,480,1,98,21-May-23,Week-21,Q2,2023,3716,0,4833,73,0,Chip,Grocery,1160,0,6473,21
716178483,Blue,175,1,116,28-May-23,Week-22,Q2,2023,2430,0,4334,71,0,Chip,Grocery,607,0,5116,22
716282208,Blue,410,1,129,28-May-23,Week-22,Q2,2023,1638,0,1702,36,0,Chip,Grocery,170,0,2282,22
716317458,Blue,350,0,91,04-Jun-23,Week-23,Q2,2023,4281,0,1723,44,0,Chip,Grocery,482,0,2555,23
716437533,Blue,175,0,79,04-Jun-23,Week-23,Q2,2023,11862,0,4101,88,0,Chip,Grocery,1148,0,5424,23
716915133,Blue,220,0,75,11-Jun-23,Week-24,Q2,2023,1696,0,4397,70,0,Chip,Grocery,1275,0,5892,24
717172308,Blue,425,0,104,18-Jun-23,Week-25,Q2,2023,3304,0,1731,32,0,Chip,Grocery,294,0,2450,25
717202083,Blue,360,0,72,18-Jun-23,Week-25,Q2,2023,7077,0,2619,41,0,Chip,Grocery,471,0,3450,25
717291333,Blue,125,1,74,18-Jun-23,Week-25,Q2,2023,16722,0,15110,113,0,Chip,Grocery,3626,0,18861,25
717368208,Blue,350,1,113,18-Jun-23,Week-25,Q2,2023,26723,0,2138,43,0,Chip,Grocery,428,0,2916,25
718184883,Blue,400,1,80,02-Jul-23,Week-27,Q3,2023,1495,0,3878,63,0,Chip,Grocery,427,0,4705,27
718220358,Blue,405,1,67,02-Jul-23,Week-27,Q3,2023,28618,0,1712,41,0,Chip,Grocery,496,0,2613,27
718297683,Blue,400,1,82,02-Jul-23,Week-27,Q3,2023,4085,0,7597,71,0,Chip,Grocery,760,0,8757,27
718352358,Blue,200,0,82,09-Jul-23,Week-28,Q3,2023,1914,0,2687,41,0,Chip,Grocery,752,0,3639,28
718521258,Blue,390,0,58,09-Jul-23,Week-28,Q3,2023,18178,0,3445,76,0,Chip,Grocery,827,0,4662,28
